UPC,ASIN,Item Name,Cost,Manufacturer,Sales Rank,Listing Price,New Offer Count,FBA Fees,FBM Fees,Total Costs,Net Profit,ROI (%)
45663974428,B07X977R3Q,"Four Paws Wee-Wee Super Absorbent Disposable Dog Diapers, Large (36 Count)",29.4,Central Garden & Pet,6766,32.49,11,12.92,4.87,42.32,-9.83,-33.44%
015561165891,B07BYVKCM3,"Fluval Bug Bites Color Enhancing Fish Food for Tropical Fish, Granules for Medium to Large Sized Fish, 1.6 oz., A6589, Brown",0.5,Rolf C. Hagen (USA) Corp.,22926,5.99,7,3.81,0.9,4.31,1.68,336.00%
45663974787,B081FY5N1N,Four Paws Wee-Wee Premium Patch Indoor and Outdoor Pet Potty for Dogs l Dog Potty Training l Artificial Grass l Wee-Wee Patch,29.99,Central Garden & Pet,58463,44.84,6,19.38,6.73,49.37,-4.53,-15.11%
45663974800,B081S1S2Y9,Four Paws Wee-Wee Premium Patch Indoor and Outdoor Pet Potty for Dogs l Dog Potty Training l Artificial Grass l Wee-Wee Patch,23.42,Central Garden & Pet,58463,16.5,10,12.85,2.48,36.27,-19.77,-84.42%
45663975289,B07X5MHH8M,Wee-Wee Dog Waste Fold-Away Pooper Scooper,14.28,Central Garden & Pet,93077,14.89,9,9.23,2.23,23.51,-8.62,-60.36%
45663975333,B083NQTJWY,Four Paws Wee-Wee Disposable Male Dog Wraps Male Wraps Medium/Large (36 Count),22.08,Central Garden & Pet,23120,25.17,13,11.82,3.78,33.9,-8.73,-39.54%
097612370409,B00LRRTKWO,Zoo Med 2 Pack Daylight Blue Reptile Bulb - 40 Watts,3.6,Zoo Med,22979,14.27,7,6.29,2.14,9.89,4.38,121.67%
015561173384,B0884B32RN,"Fluval Bug Bites Goldfish Fish Food, Flakes for Small to Medium Sized Fish, 0.63 oz., A7338",0.75,Rolf C. Hagen (USA) Corp.,23347,6.29,5,3.85,0.94,4.6,1.69,225.33%
097612361506,B07SLDF7F1,Zoo Med Repti Basking Spot Lamp Replacement Bulb 150 Watts - Pack of 4,7.06,Zoo Med,23758,34.69,15,11.82,5.2,18.88,15.81,223.94%
050000293773,B00RM1HTE0,"Friskies Party Mix Crunch California Dreamin', 6 OZ",1,Friskies,23924,9.91,5,4.87,1.49,5.87,4.04,404.00%
018214822813,B0027J7M1C,"Nylabone PRO Action Power Chew Durable Dental Chew Toy for Dogs, Bacon Flavor, Medium/Wolf (1 Count)",4.29,Central Garden & Pet,23956,12.12,15,5.72,1.82,10.01,2.11,49.18%
015905061872,B003ZTPCEW,Aqueon Cichlid Food Color Enhancing 4.5 Ounces Color,0.05,Central Garden & Pet,24441,8.18,11,4.36,1.23,4.41,3.77,7540.00%
45663975685,B08LXTKHT6,"Four Paws Wee-Wee Odor Control with Febreze Freshness Pee Pads for Extra Large Dogs, Leak-Proof Floor Protection Dog & Puppy Quilted Potty Training Pads, Spring Fresh Scent, 28"" x 30"" (30 Count)",30,Central Garden & Pet,2379,33.98,1,17.19,5.1,47.19,-13.21,-44.03%
45663975708,B08WRSMQD8,"Four Paws Wee-Wee Odor Control with Febreze Freshness Pee Pads for Extra Large Dogs, Leak-Proof Floor Protection Dog & Puppy Quilted Potty Training Pads, Spring Fresh Scent, 28"" x 30"" (75 Count)",49.99,Central Garden & Pet,2379,63.77,6,25.46,9.57,75.45,-11.68,-23.36%
45663975746,B08VYGMJCW,"Four Paws Wee-Wee Ultimate Attractant Dog Pee Pads for Instinctive Training, Leak-Proof Floor Protection Dog & Puppy Quilted Potty Training Pads, Grass Scent, 22"" x 23"" (10 Count)",9.29,Central Garden & Pet,11159,7.77,6,5.68,1.17,14.97,-7.2,-77.50%
45663976002,B0BDSSX31X,Four Paws Magic Coat Professional Series Nourishing Oatmeal Hypo-Allergenic Dog Shampoo 16 Fl. Oz.,11.28,Central Garden & Pet,59720,10.99,8,6.64,1.65,17.92,-6.93,-61.44%
45663976033,B0BF822YJM,Four Paws Magic Coat Professional Series Nourishing Oatmeal 2 in 1 Dog Shampoo and Conditioner 16 Ounce (1 Count),11.03,Central Garden & Pet,59720,8.66,7,5.52,1.3,16.55,-7.89,-71.53%
45663976040,B0BF78QLV8,Four Paws Magic Coat Professional Series Nourishing Oatmeal De-Shedding Dog Shampoo 16 Fl. Oz.,10.61,Central Garden & Pet,59720,9.7,9,5.68,1.46,16.29,-6.59,-62.11%
45663976392,B00K1DEE2Q,"Four Paws Magic Coat Dog Shampoos for Dogs, Dog Grooming Supplies, Dog Bathing Supplies, Made in USA",10.05,Central Garden & Pet,22994,9.39,3,5.63,1.41,15.68,-6.29,-62.59%
45663976453,B00K21SWB6,"Four Paws Magic Coat Dog Shampoos for Dogs, Dog Grooming Supplies, Dog Bathing Supplies, Made in USA",10.05,Central Garden & Pet,22994,7.47,3,5.72,1.12,15.77,-8.3,-82.59%
45663976453,B0CN8Q3R3M,Four Paws Magic Coat Dog Hypoallergenic Conditioner Hypoallergenic Dog Conditioner 16 Ounces (1 Count),10.05,Central Garden & Pet,272763,0,1,4.9,0.3,14.95,-14.95,-148.76%
45663976460,B0727ZNKH9,"Four Paws Magic Coat Dog Shampoos for Dogs, Dog Grooming Supplies, Dog Bathing Supplies, Made in USA",8.78,Central Garden & Pet,22994,9.49,6,5.64,1.42,14.42,-4.93,-56.15%
015905001373,B085YDL13W,"Aqueon 2 Pack of Pure Live Beneficial Bacteria and Enzymes for Aquariums, 12 Pack Each, Treats Up to 240 Gallons2",9.4,AQUEON PRODUCTS-SUPPLIES,24494,30.17,5,8.21,4.53,17.61,12.56,133.62%
91197225048,B0006L2UB0,"Fluker's Incandescent Reptile Lighting, Full Spectrum Daylight Bulb for Reptiles, Made with Neodymium, Provides Infrared Light, 150-Watt",0.75,Fluker Labs,24162,4.49,6,3.8,0.67,4.55,-0.06,-8.00%
91197226045,B0006L2UCE,"Fluker's Incandescent Basking Spotlight Bulbs for Reptiles Tanks, Reptile Heat Lamp Bulbs for Infrared Light, 150-Watt",5.27,Fluker Labs,735,5.49,10,4.2,0.82,9.47,-3.98,-75.52%
91197226045,B0759H4J7Y,(3 Pack) Fluker's Basking Spotlight Bulbs for Reptiles 150 watt,5.27,,57477,0,9,6.53,0.3,11.8,-11.8,-223.91%
91197227011,B0006L2UCY,"Fluker's Incandescent Black Nightlight Bulbs for Reptiles, 60 Watt",2.1,Fluker Labs,15926,4.34,10,3.56,0.65,5.66,-1.32,-62.86%
051233211190,B00S537GLK,Vitakraft Banana Sticks Parakeet Treat - 2 Pack [Set of 3],2.39,Vitakraft,24523,13.78,5,6.62,2.07,9.01,4.77,199.58%
000116822503,B000NGWB3U,"JurassiDiet - Aquatic Turtle, 80 g / 2.8 oz.",3.04,"Seachem Laboratories, Inc.",24817,9.88,5,4.86,1.48,7.9,1.98,65.13%
000116123600,B01HSS377Y,"Seachem Flourish Advance Growth Supplement - Aquatic Plant Aid 250 ml (28679),brown",0.75,Prime Pet Deals - Code 2,24929,9.77,16,4.85,1.47,5.6,4.17,556.00%
015905002417,B0BSNYWT1V,"Aqueon Nutrinsect Fish-Free Fish Food, Goldfish Pellets, 1.76 oz",0.05,Central Garden & Pet,24934,6.95,12,3.95,1.04,4,2.95,5900.00%
015905061896,B00LQZBGYM,Aqueon Shrimp Pellets [Set of 2] Size: 6.5 Ounce,3.76,Aqueon,25180,13.49,18,7.01,2.02,10.77,2.72,72.34%
015905002493,B0C6N8GJL2,"Aqueon QuietFlow Internal Filter with SmartClean Technology, Medium",16.77,Central Garden & Pet,25226,31.54,18,10.5,4.73,27.27,4.27,25.46%
91197228025,B0006L2UEM,"Fluker's Incandescent Red Heat Bulbs for Reptiles, 75 Watt",2.5,Fluker Labs,5427,4.4,7,3.57,0.66,6.07,-1.67,-66.80%
91197228025,B0759P94CN,Fluker's (3 Pack) Red Heat Bulbs for Reptiles 75 watt,2.5,Flukers,161836,0,4,4.9,0.3,7.4,-7.4,-296.00%
025033401389,B007BVNT1I,"Danner Manufacturing, Inc., Supreme 1800 GPH Hydro-Mag Recirculating Water & Air Pump with Venturi, 40138",100.47,"Danner Manufacturing, Inc.",25411,141.62,4,30,21.24,130.47,11.15,11.10%
015905062794,B075KLCYS7,Aqueon (3 Pack) Cartridge Ammonia Minipad Quiet Flow 20/75,4.67,Aqueon Products-Supplies,26239,21.98,6,7.85,3.3,12.52,9.46,202.57%
073626615040,B00063KGK0,Miracle Care R-7M 424224 Ear Mite Treatment 4oz (Package may vary),5.11,Rich Health,26243,11.99,14,5.7,1.8,10.81,1.18,23.09%
91197228056,B001OS24QA,"Fluker's Night Time Red Basking Spotlight, Infrared Heat Lamp for Reptiles, 50 Watt",4.32,Fluker Labs,122768,8,8,4.33,1.2,8.65,-0.65,-15.05%
000116011600,B0033Q1U7A,Seachem Matrix Bio Media 250ml,1,"Seachem Laboratories, Inc.",26276,6.89,11,4.16,1.03,5.16,1.73,173.00%
022808260295,B06XDP7XTP,Merrick Lil’ Plates Premium Grain Free Natural Wet Dog Food For Small Dogs Surfin' And Turfin' Supper In Gravy - (Pack of 12) 3.5 oz. Tubs,0.05,Merrick Pet Care,26324,28.99,6,11.12,4.35,11.17,17.82,35640.00%
045125611519,B005FU4YY8,"Kaytee Lava Block Chew Toy,2.5 Inches x 2.5 Inches x 5 Inches",0.05,Central Garden & Pet,26447,6.62,12,4.77,0.99,4.82,1.8,3600.00%
015905000307,B07C7JWB7K,"Aqueon Submersible Aquarium Heater, 100 Watts, Up to 40 Gallons",1,Central Garden & Pet,26566,27.21,16,9.45,4.08,10.45,16.76,1676.00%
015905000321,B07D1KXR35,"Aqueon Submersible Aquarium Fish Tank Heater For Up To 75 Gallon Aquariums, 200 Watts",2,Central Garden & Pet,26566,23.99,16,7.75,3.6,9.75,14.24,712.00%
077234545874,B08Y78L7D2,SPOT by Ethical Products – Fun Food Chip Assortment -Squeaky Dog Toy Chew Toy Durable Plush Dog Toy for Puppies Large Breed Dogs and Small Dogs – Furitos- Large,1,SPOT Ethical Products,26745,8.79,11,6.32,1.32,7.32,1.47,147.00%
097612361506,B01BIC6R82,Zoo Med Reptile Basking Spot Lamps 150 Watts (4 Pack),7.06,Zoo Med,26774,34.86,12,12.63,5.23,19.69,15.17,214.87%
91197230073,B07DFRCW2C,"Fluker’s Sun Glow 10.0 UVB Fluorescent Coil Bulb for Desert Reptiles, Reptile Heat Light Stimulates Natural Synthesis of Vitamin D in Captive Reptiles, 13 Watt",13.61,Fluker's,69884,19.57,4,6.84,2.94,20.45,-0.88,-6.47%
048081011812,B004LOEJQW,"Prevue Pet Products BPV1181 2-Pack Universal Plastic Hanging Cups for Small Birds, Colors Vary",2.47,TopDawg Pet Supply,26847,8.39,9,4.64,1.26,7.11,1.28,51.82%
91197260056,B0002DHO6I,"Fluker's Ceramic Heat Emitter, Natural Infrared Heating Bulb for Reptiles, 60 Watt",8.44,Fluker Labs,60043,13.3,12,5.9,2,14.34,-1.04,-12.32%
91197260063,B0002DHO6S,"Fluker's Ceramic Heat Emitter, Natural Infrared Heating Bulb for Reptiles, 100 Watt",8.76,Fluker Labs,38627,10.49,13,5.47,1.57,14.23,-3.74,-42.69%
015561102933,B07QSBGPYF,Marina 12 Pack of Bio Clear Cartridge for Slim Filters,3.65,Marina,26875,26.44,3,8.96,3.97,12.61,13.83,378.90%
096316671379,B00LQNWBHA,Zilla Night Black Heat Incandescent Bulb for Reptiles [Set of 2] Watt: 50 Watts,3.2,Zilla,26921,9.89,11,5.26,1.48,8.46,1.43,44.69%
077234028483,B0002DJ9T8,"SPOT Slotted Balls Cat Toy - Interactive Cat Toys for Indoor Cats to Chase, Hunt and Stimulate - Jingle Bell Inside for Sound When Batted Around - Safe and Non-Toxic - 1.5"" Assorted 4-Pack",0.05,Ethical Products,27330,4.87,12,3.86,0.73,3.91,0.96,1920.00%
91197260070,B07R25167W,Flukers Ceramic Heat Emitter 150 Watt - Pack of 2,8.58,Flukers,512743,0,0,4.52,0.3,13.1,-13.1,-152.68%
91197260100,B0C44T1ZK7,"Fluker's Deep Thermal Heat Lamp for Reptiles with Carbon Infrared Technology, for All Reptile Tanks, Great for Basking, 50 Watt",7.71,Fluker's,11304,12.99,7,6.1,1.95,13.81,-0.82,-10.64%
91197260117,B0C448GRQW,"Fluker's Deep Thermal Heat Lamp for Reptiles with Carbon Infrared Technology, for All Reptile Tanks, Great for Basking, 75 Watt",7.86,Fluker's,11304,11.85,6,6.33,1.78,14.19,-2.34,-29.77%
097612114102,B01GQG189S,Zoo Med Laboratories Plankton Banquet Block Feeders - Giant Size (3 Pack),1.95,Zoo Med,27591,8.5,11,5.06,1.28,7.01,1.49,76.41%
91197270000,B0002DHODG,"Fluker's Repta-Clamp Lamp, Heavy Duty Clamp Light For Reptile Tanks and Terrariums, UL/CUL Approved, Great for Reptile Basking, 150-Watt Maximum with On/Off Switch, 8.5""",13.73,Fluker Labs,1054,6.99,6,7.52,1.05,21.25,-14.26,-103.86%
91197270017,B0002DHODQ,"Fluker's Repta-Clamp Lamp, Heavy Duty Clamp Light For Reptile Tanks and Terrariums, UL/CUL Approved, Great for Reptile Basking, 250-Watt Maximum with On/Off Switch, 10""",17.77,Fluker Labs,36776,19.99,6,10.72,3,28.49,-8.5,-47.83%
91197270024,B0002DHOE0,"Fluker's Repta-Clamp Lamp, Heavy Duty Clamp Light For Reptile Tanks and Terrariums, UL/CUL Approved, Great for Reptile Basking, 75-Watt Maximum with On/Off Switch, 5.5""",12.77,Fluker Labs,1054,6.99,9,6.33,1.05,19.1,-12.11,-94.83%
077234024270,B0002DJ6XW,"SPOT Ethical A-Door-Able Bouncing Mouse Cat Toy , Assorted Colors,Medium Breeds",0.05,Ethical Products,27698,7.07,18,4.44,1.06,4.49,2.58,5160.00%
91197270055,B003H1P1CG,"Fluker's Repta-Clamp Lamp, Heavy Duty Clamp Light For Reptiles, UL/CUL Approved, with Dimmable Switch, 5.5""",15.46,Fluker's,1054,18.99,9,8.9,2.85,24.36,-5.37,-34.73%
91197270062,B003H200QC,"Fluker's Repta-Clamp Lamp, Heavy Duty Clamp Light For Reptile Tanks and Terrariums, UL/CUL Approved, Great for Reptile Basking, 150-Watt Maximum with Dimmable Switch, 8.5""",19.51,Fluker's,1054,22.39,12,10.6,3.36,30.11,-7.72,-39.57%
080605100961,B005KQ4LWC,"Marina Naturals, Green Dracena Silk Plant, Large Fish Tank Decoration, PP96",3,Rolf C. Hagen (USA) Corp.,28103,14.99,4,6.8,2.25,9.8,5.19,173.00%
91197290527,B00164K2H0,"Fluker's Premium Heat Mat for All Reptiles and Amphibians, Medium 11""x11""",17.86,Flukers,53606,20.78,9,8.49,3.12,26.35,-5.57,-31.19%
91197290534,B00164PW9S,"Fluker's Premium Heat Mat for All Reptiles and Amphibians, Large 17""x11""",18.57,Flukers,53606,28.88,12,15.08,4.33,33.65,-4.77,-25.69%
91197290534,B07QXTMLRM,ULTRA DELUXE PREMIUM HEAT MAT,18.57,Flukers,460773,0,3,10.28,0.3,28.85,-28.85,-155.36%
91197290541,B00164PWC0,"Fluker's Premium Heat Mat for All Reptiles and Amphibians, Jumbo 29""x11""",25.87,Flukers,53606,35.66,11,16.86,5.35,42.73,-7.07,-27.33%
096316280953,B01LE06CSS,"Zilla Canopy Series Fluorescent UVB/UVA Bulbs Tropical 13 W,White, 3.875 in",2,Central Garden & Pet,28474,19.47,7,6.82,2.92,8.82,10.65,532.50%
91197300011,B0009YFX9K,"Fluker's Food and Water Reptile Corner Bowl, Medium 6"", colors may slightly vary",10.27,Fluker Labs,9576,9.78,9,5.69,1.47,15.96,-6.18,-60.18%
91197300028,B0009YEB8E,"Fluker's Nonporous Food/Water Reptile Corner Bowl, Large",15.65,Fluker's,9576,21.64,9,8.62,3.25,24.27,-2.63,-16.81%
015905060202,B010BWO9XU,Aqueon Betta Bowl Plus Water Conditioner & Dechlorinator (2 Pack),2.41,Aqueon,28533,8.92,9,4.72,1.34,7.13,1.79,74.27%
91197300059,B000EVKG4U,"Fluker's Repta Bowl, Food and Water Bowl for Reptiles and Small Animals, Small 4""",1.9,Fluker Labs,15938,3.99,15,3.16,0.6,5.06,-1.07,-56.32%
91197300066,B000EVE2K4,"Fluker's Repta Bowl, Food and Water Bowl for Reptiles and Small Animals, Medium 6""",11.16,Fluker Labs,15938,6.99,5,4.83,1.05,15.99,-9,-80.65%
91197300066,B07QXTLN1R,"Flukers Repta-Bowl Medium (6"" Long) - Pack of 2",11.16,Flukers,590828,16.19,2,8.2,2.43,19.36,-3.17,-28.41%
051233359670,B07WM2JSN1,"Vitakraft 3 Pack of Chicken Lick 'n' Lap Snack, 5 Tubes Each, Gravy Cat Treat",2.02,Vitakraft,28712,12.56,1,6.03,1.88,8.05,4.51,223.27%
015958988980,B086X63W9R,"NutriChomps Dog Chews, 2.5-inch Knots, Easy to Digest, Rawhide-Free Dog Treats, 8 Count, Real Peanut Butter flavor",1,"Scott Pet Products, Inc.",28720,6.29,5,4.03,0.94,5.03,1.26,126.00%
030157013400,B00JN9FO6Y,"Blue Ribbon Easy Catch Fine Mesh Fish Net, 2""",1.17,Unique Cell Distributors LLC,28780,6.04,6,3.2,0.91,4.37,1.67,142.74%
91197310027,B00U9O4H4M,Flukers Laboratories FL31002 Small Repta Leash,3.92,Flukers,420894,0,1,2.68,0.3,6.6,-6.6,-168.37%
91197310058,B002DWS2BW,"Fluker's Repta Leash for Reptile, X-Large",3,Fluker's,69361,5.51,9,4.21,0.83,7.21,-1.7,-56.67%
096316671393,B00LQNW2X8,Zilla Night Black Heat Incandescent Bulb for Reptiles [Set of 2] Watt: 100 Watts,0.5,,29381,9.51,11,4.81,1.43,5.31,4.2,840.00%
097612103687,B002GC4B6O,"Zoo Med Reptivite, with Vitamin D3, 8-Ounce",7.99,Zoo Med Laboratories,29574,16.32,13,6.6,2.45,14.59,1.73,21.65%
91197350009,B000KDQSDU,"Fluker's Mist Reptiles Repta, Sprayer, 10 oz, Black",2.12,Fluker's,150725,0,11,3.68,0.3,5.8,-5.8,-273.58%
91197350016,B00176CI92,"Fluker's Repta-Waterer for Reptiles and Small Animals, 5 oz",3.36,Fluker's,17860,5.49,11,4.2,0.82,7.56,-2.07,-61.61%
91197360046,B00DDZ5DKG,"Fluker's Repta-Bark All Natural Bedding, 4,Quart",8.73,Fluker's,14503,5.32,10,5.45,0.8,14.18,-8.86,-101.49%
91197380013,B00176GGX6,"Fluker's Metal Screen Cover for Pet Habitat, 10 by 20 Inches",15.97,Fluker's,22232,9.59,2,12.56,1.44,28.53,-18.94,-118.60%
91197380037,B00176AVIW,"Fluker Labs SFK38003 Metal Screen Cover for Pet Habitat, 12 by 30-Inch",23.59,TopDawg Pet Supply,155050,0,5,11.42,0.3,35.01,-35.01,-148.41%
097612403022,B07PGHNJ48,"Zoo Med Crested Gecko Food Variety Pack, 2 4-Ounce Jars, Watermelon and Tropical Fruit Flavors",6.67,Zoo Med,30279,22.68,4,7.95,3.4,14.62,8.06,120.84%
91197380082,B002DZHYZY,"Fluker Labs SFK38008 Metal Screen Cover for Pet Habitat, 18 by 36-Inch, Black",25.69,TopDawg Pet Supply,234434,30.71,8,18.02,4.61,43.71,-13,-50.60%
91197500008,B00176ETUI,"Fluker's Reptile Rock Cave, Natural Looking Rock Cave for all Reptiles, Amphibians and Arachnids, Small 6""",9.81,Fluker's,341881,11.92,6,6.34,1.79,16.15,-4.23,-43.12%
91197500022,B00176CKBI,"Fluker's Reptile Rock Cave, Natural Looking Rock Cave for all Reptiles, Amphibians and Arachnids, Large 9""",15.51,Fluker's,97739,15.45,7,9.32,2.32,24.83,-9.38,-60.48%
91197500060,B003T0GITA,"Fluker's Castle Crib Basking Platform for All Reptiles, Amphibians and Arachnids, Small",11.22,Fluker,114870,11.6,2,6.29,1.74,17.51,-5.91,-52.67%
91197510144,B0009YEB6Q,"Fluker's Repta Vines for Reptiles and Amphibians Terrariums, English Ivy",7.73,Fluker Labs,73070,0,14,4.43,0.3,12.16,-12.16,-157.31%
91197510151,B0009YEB70,"Fluker's Repta Vines for Reptiles and Amphibians Terrariums, Pothos",8.2,Fluker Labs,39374,13.99,13,7.87,2.1,16.07,-2.08,-25.37%
079441004175,B001CCP0F0,"Van Ness Extra Large Drawstring Cat Litter Box Liners, 6-Count, DL7",0.05,Van Ness Products,30454,6.56,8,4.11,0.98,4.16,2.4,4800.00%
094036001339,B000255NV4,Python No Spill Fish Tank Flow Switch,0.75,Python Products Inc.,30552,7.6,12,4.05,1.14,4.8,2.8,373.33%
91197510168,B000YLB8Q0,"Fluker's Repta Vines for Reptiles and Amphibians Terrariums, Purple Coleus",8.2,Flukers,73070,13.99,14,7.09,2.1,15.29,-1.3,-15.85%
015905211055,B00U9OCKG4,"Aqueon Deluxe LED Full Hood - Black - 20""",29.99,Aqueon,30690,50.76,11,18.36,7.61,48.35,2.41,8.04%
096316156326,B01B8AEBBE,"Zilla Mini Halogen Lamp Reptile Bulb, 25-watt, Night Red (3 Pack)",2,,31182,20.94,9,6.82,3.14,8.82,12.12,606.00%
91197510182,B001B4SGGO,"Fluker's Small Animal Bend-A-Branch Pet Habitat Decor 6"" Long",1.83,Fluker's,13737,3.19,15,3.39,0.48,5.22,-2.03,-110.93%
071859948799,B07CL6DDNF,"Kaytee Nature's Harvest Rabbit Food, 4 Pound",14.1,Central Garden & Pet,31702,26.37,2,11.28,3.96,25.38,0.99,7.02%
091197510212,B00164K3NI,Fluker's Bamboo Bars for Reptile Enclosures,1.25,Fluker Labs,32222,13.49,11,6.57,2.02,7.82,5.67,453.60%
018214828051,B01BCQ8AV6,(3 Pack) Nylabone Advanced Oral Care 4 Ounce Dog Foaming Tartar Remover,0.05,Nylabone,32256,23.79,15,8.12,3.57,8.17,15.62,31240.00%
015905001878,B08Q36WSGX,Aqueon Betta LED Light,3,Central Garden & Pet,32540,11.99,6,5.7,1.8,8.7,3.29,109.67%
097612009200,B000634MMS,Zoo Med Laboratories SZMHC20 Hermit Crab Scooper,0.05,TopDawg Pet Supply,32616,5.7,13,3.99,0.86,4.04,1.66,3320.00%
041535770105,B000HCSC4C,Zodiac Spot On Flea & Tick Control Small Dogs 16-30 Pounds 4 Pack,6.4,Central Garden & Pet,32670,14.99,6,6.75,2.25,13.15,1.84,28.75%
91197590016,B000EVC8SC,Fluker's Medium Critter Cavern Reptile/Small Animal Hide,9.93,Fluker Labs,14749,6.49,6,5.19,0.97,15.12,-8.63,-86.91%
91197590030,B000EVC8SM,Fluker's Extra Large Critter Cavern Reptile/Small Animal Hide,15.99,Fluker Labs,14749,20.3,13,9.67,3.05,25.66,-5.36,-33.52%
015561102377,B0060QJ48C,Fluval 306/406 Bio-Foam,0.05,Rolf C. Hagen (USA) Corp.,32787,6.59,8,4.37,0.99,4.42,2.17,4340.00%
91197590108,B00BUFT58M,Fluker's Reptile Corner Half Log Hideout,6.57,Fluker's,55432,11.59,5,7.26,1.74,13.83,-2.24,-34.09%
91197660535,B0B52DC9VB,"Fluker's All-Natural Premium Sand Substrate Mixture for Hermit Crabs, 12lbs",19.48,Fluker's,15813,15.93,2,12.27,2.39,31.75,-15.82,-81.21%
91197700019,B0002DHP3U,"Fluker's Aquatic Turtle Diet, Food Pellets for Turtles, 8 oz",4.07,Fluker Labs,10639,5.69,13,4.23,0.85,8.3,-2.61,-64.13%
91197700019,B00DDZAOYQ,Fluker's Aquatic Turtle Diet (2 Pack / 8-Ounce),4.07,Flukers,170947,0,6,4.9,0.3,8.97,-8.97,-220.39%
077234042243,B00025YUXQ,"Ethical Plush Football Dog Toy, 4-1/2-Inch",0.5,Ethical Products,33168,6.94,13,4.82,1.04,5.32,1.62,324.00%
91197700026,B00BUFS1XW,"Fluker's Aquatic Turtle Diet, Food Pellets for Turtles, 3.5 lbs.",21.01,Fluker's,24034,23.99,7,11,3.6,32.01,-8.02,-38.17%
91197700088,B001OE1PO6,"Fluker's High Calcium Cricket Feed, 6,Pound",18.25,Fluker's,7785,29.89,6,12.52,4.48,30.77,-0.88,-4.82%
073626994206,B0040R5S42,"Miracle Care Vionate Vitamin Mineral Powder, 8-Ounce",4.35,Gimborn Pet Specialties,33629,11.26,6,5.84,1.69,10.19,1.07,24.60%
91197700088,B075CNSYGJ,"Rubie's unisex adults Chewbacca Costume Mask, As Shown, Adult US",18.25,Rubie's,2399748,0,0,8.05,0.3,26.3,-26.3,-144.11%
91197700606,B075FX497T,Fluker's New Crafted Cuisine Juvenile Bearded Dragon Diet (6.75 oz.),0.75,Fluker's,40466,4.49,9,3.8,0.67,4.55,-0.06,-8.00%
91197700606,B07DTMMDZG,"New Fluker's 2 Pack of Crafted Cuisine Juvenile Bearded Dragon Diet, 6.75 Ounces Per Pack",0.75,Fluker's,288163,0,5,4.08,0.3,4.83,-4.83,-644.00%
91197700613,B075FWKX3K,"Fluker's Crafted Cuisine Diet, Adult Bearded Dragon and Omnivorous Reptile Food, Made with Crickets, Mealworms, Real Fruits & Veggies 6.75 oz",4.47,Fluker's,13636,5.99,15,4.03,0.9,8.5,-2.51,-56.15%
91197700613,B07NQN7BH8,"Fluker's 2 Pack of Crafted Cuisine, 6.75 Ounces Each, Moist Diet for Adult Bearded Dragons and Omnivorous Reptiles",4.47,Fluker's,137135,0,8,4.08,0.3,8.55,-8.55,-191.28%
097612400496,B07J2R9SGD,"Zoo Med 3 Pack of Can O' Snails, 1.7 Ounces Each",3.41,Zoo Med,33678,14.96,9,6.39,2.24,9.8,5.16,151.32%
91197701306,B00HQ7QYBE,"Fluker's Buffet Blend Aquatic Formula, Turtle Food with Freeze, Dried Shrimp, Mealworms, and Vitamin Enriched Pellets, 7.5 oz",4.89,Fluker's,1113,5.31,9,4.18,0.8,9.07,-3.76,-76.89%
91197701306,B07R254KQ1,Fluker's Buffet Blend for Aquatic Turtles 7.5 oz - Pack of 2,4.89,Flukers,395581,0,3,4.52,0.3,9.41,-9.41,-192.43%
91197701351,B07VPRBMVK,"Fluker's Aquatic Turtle Buffet Blend Feeding Frenzy Sticks, 11.5 oz",11.03,Fluker's,34813,13.23,11,6.53,1.98,17.56,-4.33,-39.26%
91197710001,B002DWTJBO,"Fluker's High Calcium Cricket Diet, 11.5 oz",8.2,Fluker's,7785,3.79,11,3.95,0.57,12.15,-8.36,-101.95%
